id,district,lat,long
1071596,5,40.7419359,-111.889273
1073387,4,40.757312400000004,-111.8808857
880114,4,40.7572771,-111.8808855
917804,4,40.7573037,-111.8809089
969041,4,40.7572684,-111.8809295
971730,4,40.7572722,-111.8809276
976257,4,40.7572952,-111.8809129
1076687,7,40.7198321,-111.8672506
1083243,4,40.754341,-111.882802
1081332,4,40.7507939,-111.8943355
1099274,7,40.7184359,-111.8714055
1099630,5,40.7383041,-111.8750275
1101785,7,40.7181619,-111.8711695
1104104,2,40.7502512,-111.9192595
1104107,2,40.7497608,-111.9199029
1105754,4,40.7589551,-111.8825936
1112820,3,40.7716125,-111.8840468
1117002,5,40.7443274,-111.888085
1117086,5,40.7376588,-111.8918995
1118625,1,40.7780905,-111.9355694
1193859,5,40.746474,-111.8888085
1193297,2,40.7437735,-111.9183263
1093808,4,40.767954,-111.8850381
1099248,4,40.7677849,-111.8851513
1101651,4,40.767906,-111.8851721
1101656,4,40.767853,-111.8851396
1106858,4,40.768206,-111.8850072
1105103,4,40.767954,-111.8850381
1105040,4,40.767954,-111.8850381
1118985,4,40.7673324,-111.8837691
1107092,4,40.767621,-111.8845154
1109764,4,40.7674938,-111.884531
1098683,4,40.7673836,-111.8845158
1098645,4,40.7681669,-111.8850442
1098703,4,40.767582,-111.8846061
1199094,4,40.767692,-111.8849278
1205941,5,40.7373631,-111.8995243
1206050,7,40.720408,-111.8582659
1206100,7,40.720408,-111.8582659
918198,2,40.7707546,-111.9140488
1209798,7,40.7215054,-111.8529601
1398936,5,40.7263149,-111.8769488
1427699,5,40.7272173,-111.8819655
1427701,5,40.7263942,-111.8768734
1488242,2,40.7495795,-111.9162523
1446761,7,40.7222516,-111.8738693
1485883,1,40.7726984,-111.9332181
1527375,1,40.7770943,-111.9339562
1569029,3,40.7802089,-111.8982368
1569092,3,40.7802089,-111.8982368
1590954,5,40.7401811,-111.8914162
1607268,5,40.7399331,-111.8914872
1089063,4,40.7529168,-111.8914891
1097466,5,40.7423627,-111.8892301
1112800,4,40.7544237,-111.8873245
1111298,5,40.737253,-111.8994107
1365632,4,40.767954,-111.8850381
1115088,4,40.7675802,-111.8845403
1213870,4,40.7676768,-111.8849029
1205288,4,40.767954,-111.8850381
1326010,4,40.7673553,-111.8850583
1093824,4,40.767301,-111.885096
1105143,4,40.767954,-111.8850381
1105061,4,40.767954,-111.8850381
1106879,4,40.7676185,-111.8849574
1106855,4,40.768206,-111.8850072
1098711,4,40.7676053,-111.884908
1199090,4,40.767692,-111.8849278
1111020,4,40.767954,-111.8850381
1118230,4,40.7671929,-111.8851177
1106868,4,40.7674069,-111.8845412
1115117,4,40.7678236,-111.8851548
1098666,4,40.7674287,-111.8851128
1116475,4,40.767954,-111.8850381
1273294,4,40.767954,-111.8850381
1205305,4,40.767954,-111.8850381
1773096,1,40.790481,-111.935893
1794628,1,40.7715621,-111.9210647
1842929,4,40.7569594,-111.8963099
1842982,4,40.7569594,-111.8963099
1843021,4,40.7569594,-111.8963099
1844547,7,40.7212005,-111.8420093
1857337,4,40.7685504,-111.9062882
1861181,2,40.7439425,-111.91843
1859835,5,40.7482974,-111.9053783
1860922,1,40.7891676,-111.9364236
1864668,2,40.7436225,-111.9185722
1864441,4,40.7557873,-111.9114223
1864357,7,40.7196085,-111.8421004
1864452,4,40.7579831,-111.9114332
1864650,3,40.7894048,-111.9112423
1865163,4,40.7585437,-111.9122256
1867538,1,40.7715676,-111.9331168
1867889,4,40.7587248,-111.9122636
1870910,7,40.7259614,-111.8675006
1870584,7,40.7259438,-111.8673476
1869241,7,40.7259438,-111.8673476
1895990,7,40.7260003,-111.8696012
1895991,7,40.7260003,-111.8696012
1871644,1,40.7780805,-111.9197667
1872790,7,40.7316454,-111.8595394
1873633,4,40.7560265,-111.8978703
1878056,1,40.7775724,-111.937356
1879559,4,40.7501758,-111.9023776
1893198,7,40.7255811,-111.8685504
1893227,7,40.7266207,-111.8674919
1893454,1,40.7722178,-111.9342256
1894669,1,40.7722625,-111.9342309
1894684,1,40.7722422,-111.9342417
845165,4,40.7572928,-111.8827859
844528,5,40.7401511,-111.869715
844293,7,40.71865,-111.8712857
844287,7,40.7239962,-111.8563162
844286,7,40.7239814,-111.855701
844282,7,40.7244751,-111.8539335
843992,4,40.7545005,-111.8830577
843264,4,40.7562133,-111.8811417
842950,4,40.7545678,-111.8830383
842794,2,40.7437804,-111.9214385
842013,4,40.7545565,-111.8830973
851933,4,40.7499704,-111.9023053
851634,4,40.7584884,-111.8837995
851539,4,40.7588163,-111.8656434
850639,4,40.7587316,-111.8656196
849495,5,40.7353699,-111.8910951
849444,7,40.7243896,-111.8532886
848772,7,40.723993,-111.8559713
848442,7,40.7230298,-111.8565936
847243,7,40.7239904,-111.8559611
847224,7,40.7239589,-111.8559816
847218,1,40.7766083,-111.9282154
846977,4,40.7500404,-111.9030171
846861,7,40.7216382,-111.8768405
846752,4,40.7572108,-111.8826944
846501,4,40.7498744,-111.9027749
846382,4,40.7593599,-111.8839517
846164,5,40.7402521,-111.8703564
845697,4,40.7608611,-111.8673152
845455,7,40.7241399,-111.856288
845209,5,40.7432886,-111.896446
862141,4,40.7510602,-111.9032034
861342,4,40.7586983,-111.883642
861265,4,40.7537238,-111.8909414
861246,5,40.7417819,-111.8938142
860480,4,40.756738,-111.8829887
859559,4,40.7588805,-111.8838858
859554,4,40.7586989,-111.8838063
859545,4,40.7586797,-111.8838689
859542,4,40.7586652,-111.8841407
858539,5,40.7391206,-111.8889752
858537,2,40.7556821,-111.9143797
858142,4,40.7588217,-111.8834274
858096,4,40.7600031,-111.8839434
857771,2,40.7547855,-111.9143587
857416,4,40.7497671,-111.902598
855709,6,40.7154069,-111.8055848
854969,4,40.7540032,-111.8843668
853727,7,40.718489,-111.8712054
852949,2,40.7605595,-111.9172485
852596,7,40.7185958,-111.8712554
1917018,1,40.7762786,-111.9304929
879019,4,40.760578,-111.8831018
967141,4,40.7600126,-111.8869084
905046,1,40.779963,-111.9419368
905833,1,40.7797444,-111.9419006
1913974,1,40.7823574,-111.9363556
920067,5,40.7473042,-111.8884677
1203195,5,40.7470421,-111.8884939
905905,5,40.7469301,-111.8896134
1034869,5,40.7469887,-111.8889798
1074982,5,40.74688,-111.8890222
1039553,5,40.7470255,-111.8889077
1890525,5,40.7471274,-111.8889961
1567845,5,40.7469954,-111.8889663
1726365,5,40.7474418,-111.9066095
1233596,5,40.747219,-111.9065132
1611379,5,40.747224,-111.9064486
1649364,5,40.7473408,-111.9066235
1749885,5,40.7472088,-111.9065408
1200912,5,40.7467294,-111.8887797
1137555,5,40.7464981,-111.8887418
1114101,5,40.7464586,-111.8887743
1852929,5,40.7464754,-111.8886356
1112507,5,40.7470932,-111.8729908
1136456,5,40.7469474,-111.873027
1605317,5,40.7467654,-111.8731055
880436,5,40.7476361,-111.896801
880326,5,40.7408234,-111.895604
880323,5,40.7405117,-111.8966804
879662,5,40.7483159,-111.9008569
879261,5,40.7391469,-111.8950599
877842,5,40.7478662,-111.9004874
875193,5,40.7449809,-111.8736104
862474,5,40.7388186,-111.8950571
862473,5,40.7387825,-111.895056
914038,5,40.747095,-111.9003767
910223,5,40.7405673,-111.8713079
909631,5,40.7365128,-111.8980566
909620,5,40.7355231,-111.8943946
908503,5,40.7450778,-111.894947
907560,5,40.7363562,-111.89782
907477,5,40.7454189,-111.8948427
902578,5,40.7329137,-111.8949038
902371,5,40.7482147,-111.9060686
901213,5,40.7364301,-111.8978834
899492,5,40.7364478,-111.8985158
898834,5,40.736432,-111.8984916
895084,5,40.7396958,-111.8714402
892236,5,40.7400384,-111.8712689
890979,5,40.7327109,-111.8949308
890837,5,40.7393464,-111.8714195
890164,5,40.7395235,-111.8713574
884690,5,40.7369489,-111.8916267
881211,5,40.7369302,-111.891583
880437,5,40.7475387,-111.8958752
1935438,2,40.758414,-111.9188126
1922257,4,40.7503154,-111.898854
1925522,4,40.7507574,-111.8989235
1927713,4,40.7501012,-111.8988308
1928154,4,40.7501012,-111.8988308
1935955,4,40.7628327,-111.8787224
1919426,2,40.7437979,-111.918511
876661,4,40.7585626,-111.8836671
874912,7,40.7216249,-111.8525186
874734,2,40.7384993,-111.9404721
874670,4,40.758837,-111.8838398
874579,4,40.7529604,-111.8899568
874530,3,40.7798133,-111.8982801
873507,2,40.7285831,-111.9255539
873140,2,40.7434664,-111.9194913
862965,7,40.7186313,-111.8712653
862385,4,40.7596687,-111.8833999
1938296,4,40.7516123,-111.8848518
881967,3,40.7808229,-111.885179
880010,4,40.7573007,-111.8809459
879437,2,40.7496056,-111.9146734
879222,4,40.7597778,-111.8833162
878735,4,40.7535595,-111.8909581
877760,7,40.7187255,-111.8712946
877524,7,40.7255877,-111.8241226
877356,4,40.754175,-111.891196
894192,4,40.7605236,-111.8833101
893930,4,40.7587516,-111.8805067
890172,3,40.7851724,-111.8829816
890171,3,40.782152,-111.8826297
889488,7,40.7192925,-111.8540392
889020,3,40.7782995,-111.88389
888306,4,40.7635838,-111.8615253
888019,2,40.7435693,-111.9206978
886949,7,40.7240563,-111.8565008
886809,4,40.7596071,-111.8838225
886487,4,40.7651823,-111.8817625
885452,4,40.7560972,-111.8905037
885224,7,40.7201758,-111.8652626
884960,4,40.7581624,-111.8837123
884530,2,40.7436165,-111.9205684
884411,7,40.719476,-111.8534908
884151,4,40.7594643,-111.8761933
883571,4,40.7595171,-111.8715584
883060,4,40.7545412,-111.8837657
882874,4,40.7588647,-111.88372
907580,4,40.7602844,-111.8835506
907533,2,40.7558291,-111.9139775
907524,4,40.7519119,-111.9003465
907396,4,40.7586352,-111.8834606
906354,1,40.7765044,-111.9278902
906350,4,40.754034,-111.8841986
904974,4,40.7604938,-111.883456
904341,6,40.7514621,-111.8398005
904218,7,40.7195539,-111.8573912
904010,4,40.7604279,-111.8835538
900664,4,40.759669100000004,-111.8837938
899964,4,40.7604638,-111.8834283
898297,7,40.7233706,-111.8652262
898009,4,40.7652953,-111.8830353
897929,7,40.7070172,-111.8676413
897880,3,40.7762272,-111.9025662
897154,4,40.7599512,-111.8868454
895665,4,40.7672191,-111.8824614
894944,4,40.754196,-111.8877629
894236,2,40.7490183,-111.9220776
1938027,4,40.7603242,-111.8847591
914139,5,40.7397185,-111.8713007
913641,4,40.7501295,-111.9035692
912818,3,40.7806465,-111.898682
909219,2,40.7578899,-111.9232831
909131,2,40.7642263,-111.9389436
908406,2,40.7640978,-111.9389511
907982,4,40.7671498,-111.883131
907597,3,40.7727932,-111.8878802
970641,1,40.7759325,-111.9309369
970321,1,40.7711576,-111.9418453
966809,1,40.7927912,-111.9360939
965919,1,40.773905,-111.933856
964449,1,40.7754493,-111.9201534
962559,1,40.7809282,-111.9373633
961927,1,40.7726724,-111.9342202
956574,1,40.7716397,-111.9261696
956549,1,40.7706337,-111.9419648
931509,1,40.7781198,-111.9362459
931232,1,40.7758726,-111.9224899
915487,1,40.7739769,-111.9274342
1045325,1,40.7809504,-111.9372912
1038281,1,40.7773202,-111.9336516
1031191,1,40.7808462,-111.937268
1029651,1,40.7846428,-111.9482386
1028996,1,40.7779356,-111.9353451
1026670,1,40.7808922,-111.9377956
1022190,1,40.7890848,-111.9360459
1018798,1,40.7778706,-111.9354341
1018797,1,40.7809097,-111.937941
1018027,1,40.7847617,-111.9483447
1016473,1,40.7758121,-111.9205331
1014875,1,40.7808415,-111.9371107
1013644,1,40.777033,-111.9343805
1005402,1,40.7758787,-111.9328265
998684,1,40.7779719,-111.935179
990216,1,40.7756983,-111.9198505
988968,1,40.7758448,-111.9318672
985903,1,40.7758787,-111.9328265
978853,1,40.7756749,-111.9199991
977851,1,40.7720989,-111.9342489
916402,4,40.764699,-111.8787131
916149,5,40.742263,-111.881731
915818,4,40.7595154,-111.8870357
915815,5,40.7418451,-111.8940361
915575,2,40.7652791,-111.9380985
915485,2,40.7694918,-111.9189692
915452,5,40.7447061,-111.8957335
915451,5,40.7494859,-111.8933016
915437,2,40.7695362,-111.9189541
924507,2,40.7698424,-111.9189454
924342,5,40.7367222,-111.9006474
923492,4,40.7596424,-111.8959213
922899,5,40.7449201,-111.8722512
922829,2,40.7321154,-111.9209589
922781,5,40.7476261,-111.9006667
922759,2,40.7525916,-111.9147218
921963,3,40.7799933,-111.901154
921217,5,40.7481834,-111.8931479
920925,4,40.7547232,-111.8706847
920535,7,40.7187497,-111.8713245
920449,3,40.7888079,-111.8781175
920145,2,40.7697265,-111.9186721
919909,4,40.7504726,-111.8959568
918930,4,40.7519039,-111.8852835
918889,2,40.7322253,-111.9210219
918715,2,40.7445998,-111.907946
918396,7,40.7181002,-111.8415227
918118,2,40.7704465,-111.9135699
917560,2,40.7320656,-111.9209702
925791,2,40.7493088,-111.9308365
925655,2,40.7525508,-111.9149717
932115,3,40.7801694,-111.8643824
932026,5,40.7394036,-111.871328
931844,3,40.775512,-111.9055692
931575,4,40.7671354,-111.8804955
931506,2,40.7500007,-111.9210835
931456,2,40.7314635,-111.9243954
930612,5,40.7424887,-111.8798292
929335,4,40.7500568,-111.9035993
928366,7,40.719301,-111.8713469
927370,5,40.7394176,-111.8713418
927363,4,40.7671471,-111.8829053
927353,5,40.7382489,-111.8712858
927323,4,40.7506,-111.9054036
927288,5,40.7473031,-111.8956104
927272,2,40.7704179,-111.9140351
926767,5,40.7393837,-111.8711526
926697,5,40.7395601,-111.8713657
926358,5,40.7366854,-111.9007784
926196,5,40.7398677,-111.8966031
925835,2,40.7560754,-111.9321867
940723,7,40.7229551,-111.8649255
939353,4,40.7605789,-111.8834861
939290,4,40.7516316,-111.8855095
938903,4,40.7588094,-111.8869932
938891,4,40.7603968,-111.8832098
938890,4,40.7602969,-111.8833165
938761,2,40.7496671,-111.9122078
938756,2,40.750312,-111.9138584
938674,2,40.7525612,-111.914993
938653,4,40.7516316,-111.8855095
937845,4,40.7500568,-111.9035993
937586,5,40.7384764,-111.8846248
937333,7,40.7183104,-111.8713315
937207,5,40.7395054,-111.8713329
936683,2,40.7644008,-111.9391166
935438,4,40.7643685,-111.8742458
935309,4,40.7597734,-111.8840137
934459,2,40.7496556,-111.9141358
932819,5,40.7395751,-111.8712689
932689,4,40.749777,-111.904421
948307,4,40.753956,-111.8843278
947310,5,40.741931,-111.8936287
946375,5,40.7447853,-111.8946817
946335,4,40.7532427,-111.881964
945996,4,40.7501713,-111.9023304
945803,2,40.7697866,-111.9190672
945702,2,40.7559974,-111.9321926
944410,2,40.7497964,-111.9115751
944149,2,40.7706909,-111.9174768
944127,4,40.7516316,-111.8855095
944016,4,40.7664878,-111.8831883
943908,2,40.7642019,-111.9389597
943864,4,40.7507169,-111.9026503
943737,7,40.7228397,-111.8647295
943282,5,40.7258313,-111.8734423
942904,4,40.7507212,-111.9033897
942882,2,40.7683992,-111.9213029
941983,5,40.7398002,-111.8964551
941792,4,40.7504605,-111.902698
940799,4,40.7519562,-111.8863589
957185,4,40.7540453,-111.8784578
956747,7,40.7212685,-111.8632085
955323,7,40.7229982,-111.8647472
955298,3,40.7786306,-111.9042323
955282,5,40.7329853,-111.8948976
954663,5,40.7373363,-111.899409
954287,7,40.7190937,-111.8572791
953599,7,40.7249525,-111.8539514
953246,2,40.7496395,-111.9154138
953104,4,40.7681777,-111.8968289
952737,5,40.7373436,-111.8994625
952577,4,40.7516077,-111.8851098
952540,4,40.7604807,-111.8832807
951455,5,40.7373597,-111.8994696
950292,5,40.7372586,-111.8993998
950289,4,40.7516123,-111.8848518
950203,4,40.7517474,-111.8852275
949132,4,40.7561879,-111.903045
948866,4,40.7516123,-111.8848518
948487,4,40.7517683,-111.8854915
962085,5,40.7496647,-111.8855881
961953,7,40.7239214,-111.8649524
961919,5,40.7398569,-111.8962304
961473,2,40.7698692,-111.9144052
960935,5,40.7497043,-111.8856445
960924,2,40.7698692,-111.9144052
960893,7,40.7243957,-111.8543302
960677,4,40.7672594,-111.8828072
959971,7,40.7188154,-111.8713035
959619,5,40.7398809,-111.8960629
959363,4,40.754531,-111.889194
959207,5,40.7497233,-111.8856587
959084,7,40.7238767,-111.8649762
958602,5,40.7496667,-111.8856787
958522,4,40.7539928,-111.884142
958486,2,40.7442414,-111.9201668
958450,5,40.7448674,-111.8942988
958407,4,40.7616811,-111.8780659
958351,4,40.7540763,-111.8788036
958350,4,40.7507405,-111.8853825
967829,4,40.7664512,-111.8833053
967654,7,40.723919,-111.8649735
967648,5,40.7406941,-111.8940537
967115,4,40.7532088,-111.8799852
966756,7,40.7199354,-111.8587085
966271,2,40.7554534,-112.0374851
966229,2,40.735081,-111.965008
965920,5,40.7364037,-111.8980854
965918,2,40.7706163,-111.9139065
965837,4,40.7499816,-111.8865053
965630,5,40.7359077,-111.8884437
965409,4,40.7588825,-111.8863662
964818,5,40.7352045,-111.8902538
964800,4,40.7512094,-111.9054629
964066,7,40.7228894,-111.8647172
964029,5,40.74969,-111.8856733
963991,2,40.7708406,-111.9138944
963066,2,40.7714924,-111.9139123
963019,5,40.7497146,-111.8858234
962401,5,40.7369588,-111.8995229
973666,5,40.7497127,-111.9050947
973566,4,40.7541304,-111.8853847
973430,5,40.7374539,-111.8919485
973429,4,40.7516123,-111.8848518
973138,7,40.7243733,-111.8544708
972850,2,40.7505587,-111.9120179
972780,7,40.7200126,-111.8587437
972664,4,40.7499103,-111.8846604
972377,4,40.7594659,-111.8764725
971941,2,40.7609072,-111.9168285
971738,4,40.7584712,-111.8738261
970345,7,40.7186611,-111.8713348
970254,4,40.7516123,-111.8848518
969327,4,40.7652176,-111.8920502
968829,4,40.7516123,-111.8848518
968728,5,40.7355965,-111.8942139
968725,5,40.7354412,-111.8943519
968417,5,40.7496926,-111.9054842
968175,3,40.7939264,-111.9026623
967983,3,40.7799933,-111.901154
977728,7,40.7191591,-111.8422369
976725,5,40.7426152,-111.8934263
976706,7,40.7186533,-111.8713
976445,5,40.7425171,-111.8935776
976264,4,40.7573087,-111.8809783
976262,4,40.7537593,-111.878983
976180,4,40.7531752,-111.8795244
976170,4,40.7539202,-111.8794576
976136,5,40.7384888,-111.9032659
976086,4,40.7540481,-111.8859766
975747,4,40.7600381,-111.8838807
975683,5,40.7395608,-111.8907167
975681,5,40.7394302,-111.8906515
975369,2,40.7708401,-111.9138735
974604,4,40.7516123,-111.8848518
974496,2,40.7709867,-111.9139412
974495,2,40.7711837,-111.9260469
974494,2,40.7400547,-111.9228325
974080,4,40.7516123,-111.8848518
974002,4,40.7520168,-111.8804575
979939,5,40.7447326,-111.8957518
979908,2,40.7443734,-111.9204746
979895,4,40.7536873,-111.8846531
979871,5,40.7494215,-111.9004092
979212,2,40.7493203,-111.9233491
979138,4,40.7527968,-111.8795461
978996,5,40.7375555,-111.8918988
978995,5,40.7407832,-111.8911667
978988,7,40.7191365,-111.8423092
978957,7,40.7198175,-111.853678
978934,4,40.7660264,-111.865533
978866,7,40.7192829,-111.8421883
978857,7,40.7191246,-111.8421434
978781,7,40.7202247,-111.8422455
978445,2,40.7365312,-111.9824735
978410,4,40.7683193,-111.8831304
978392,4,40.7685617,-111.8824533
978372,7,40.7186764,-111.8712795
978281,5,40.7448297,-111.873933
977854,5,40.7422901,-111.8937879
983058,5,40.734955,-111.890025
982948,4,40.7541377,-111.8838081
982586,2,40.7698476,-111.9138645
982573,5,40.7407411,-111.8911564
982557,5,40.740854,-111.8912403
982538,7,40.7254306,-111.8422492
981914,5,40.7434499,-111.8723355
981414,3,40.7936887,-111.9025412
981305,3,40.7738522,-111.9066517
981222,5,40.7418805,-111.8938018
981220,5,40.741288,-111.891201
981196,2,40.7702227,-111.9143998
981141,5,40.7431413,-111.893309
981129,4,40.751683,-111.8851715
980714,5,40.7448494,-111.8945479
980712,5,40.7452923,-111.894808
980662,4,40.7507212,-111.9033897
980097,5,40.7409231,-111.8911835
980091,5,40.7355503,-111.8941859
980022,4,40.7516459,-111.884876
985952,5,40.7432319,-111.8930767
985948,5,40.7448225,-111.8942033
985629,4,40.7516123,-111.8848518
985363,2,40.7497461,-111.9139618
985085,7,40.7207499,-111.8495374
985074,7,40.7217595,-111.8455348
985065,7,40.7217981,-111.8442867
985062,7,40.7210106,-111.8435063
985061,2,40.7705558,-111.9139697
984741,7,40.7198693,-111.8586868
983980,7,40.7244519,-111.8541593
983649,4,40.7521742,-111.8849683
983553,4,40.7540113,-111.8849141
983535,7,40.7200816,-111.8586991
983483,7,40.7193566,-111.8718995
983478,7,40.7192482,-111.8720855
983460,5,40.7406944,-111.8910989
983364,7,40.7189432,-111.8421866
983268,7,40.7191293,-111.8422264
983062,5,40.7408973,-111.8912463
989012,2,40.737749,-111.9824726
988771,2,40.7701191,-111.914382
988606,4,40.7647572,-111.904116
988364,4,40.7536924,-111.8846797
988147,5,40.7497308,-111.9055181
988146,2,40.7436429,-111.9374286
987963,5,40.7432475,-111.8931945
987904,5,40.7394383,-111.8911742
987739,7,40.723877,-111.8493998
987599,5,40.7496721,-111.9057823
987447,4,40.7682476,-111.8824607
986684,7,40.7238843,-111.854131
986539,5,40.7364093,-111.8981779
986527,2,40.7728254,-111.9140064
986441,4,40.768127,-111.8825661
986439,4,40.7545519,-111.883734
986251,3,40.7856651,-111.8820434
986154,2,40.7496085,-111.9157149
985996,4,40.7536011,-111.8847019
985954,5,40.7450176,-111.8951841
993089,5,40.7355518,-111.894304
993015,4,40.7666353,-111.8822572
992955,5,40.749699,-111.9055497
992895,5,40.7449716,-111.8942202
992416,2,40.7608133,-111.9305134
992188,5,40.7497016,-111.9056312
992125,5,40.7497361,-111.9055174
991728,5,40.7431312,-111.8933572
991545,4,40.7537111,-111.8836837
991490,5,40.7432112,-111.8933685
991461,5,40.7496943,-111.9054848
991445,4,40.7676637,-111.8825343
991443,5,40.7497512,-111.9055197
991091,4,40.7509049,-111.8854701
990557,4,40.7545516,-111.8829954
990313,2,40.7539027,-111.9227605
990178,4,40.7506496,-111.8856992
990096,2,40.7497311,-111.914931
989932,5,40.7432197,-111.8931872
989021,5,40.7497087,-111.905453
994329,5,40.7360363,-111.9022738
994296,5,40.7497305,-111.9055297
994270,4,40.7499951,-111.8919704
994242,4,40.7497633,-111.905369
994113,5,40.7496465,-111.9055606
993638,5,40.7496957,-111.9054755
993573,4,40.766358,-111.8542968
993381,4,40.7545519,-111.883734
973683,4,40.7523571,-111.8855801
999277,5,40.7428306,-111.8729306
999183,3,40.7545519,-111.883734
998967,4,40.7541262,-111.8836351
998020,5,40.7372646,-111.9038137
997904,3,40.7924177,-111.9007341
997784,4,40.7681853,-111.8822918
997722,5,40.743239,-111.8931399
997601,4,40.7552993,-111.8700457
996691,5,40.7431453,-111.8934954
996290,3,40.7877325,-111.8973747
996086,5,40.7450384,-111.8948732
996081,5,40.74491,-111.8941829
995857,2,40.7435604,-111.9140676
995632,5,40.7448666,-111.8941878
995620,3,40.7737109,-111.897485
995384,4,40.7685716,-111.882492
995318,5,40.7431214,-111.8934164
995158,4,40.7675166,-111.8817311
995147,7,40.7242682,-111.8576161
995100,4,40.7542154,-111.8849134
1002574,4,40.7534518,-111.8795035
1002396,4,40.7501176,-111.8856291
1002244,4,40.759443,-111.8751953
1002044,4,40.7509852,-111.8855229
1001867,5,40.7427505,-111.8937453
1001772,5,40.7364594,-111.8979466
1001715,7,40.7187493,-111.8713031
1001626,7,40.7186929,-111.871231
1001002,5,40.7497183,-111.9056306
1000904,4,40.7508816,-111.8943664
1000848,5,40.7497504,-111.9057944
1000829,5,40.7450871,-111.8943742
1000750,4,40.753773,-111.8794555
1000631,5,40.7362869,-111.8981791
1000519,5,40.74288,-111.8937553
1000314,5,40.7428963,-111.8937235
1000213,5,40.7427037,-111.8932485
1000170,2,40.7494249,-111.9153441
999878,4,40.7662022,-111.8912525
999492,4,40.7497633,-111.905369
1005569,4,40.7513574,-111.8963448
1005534,4,40.750901,-111.8855242
1005338,5,40.7325769,-111.8940001
1005055,3,40.7738593,-111.9055593
1005053,5,40.749618,-111.9056383
1004880,5,40.7450978,-111.8947533
1004828,5,40.7372836,-111.8909519
1004824,5,40.7369942,-111.8907937
1004783,4,40.7509106,-111.8855
1004442,5,40.7448464,-111.8942778
1004052,4,40.7619656,-111.9055831
1004021,5,40.7451181,-111.8945401
1003547,5,40.7497231,-111.9055965
1003364,4,40.7508178,-111.885468
1003263,2,40.734822,-111.937643
1003236,3,40.7878357,-111.8975783
1003203,5,40.744952,-111.8949327
1003179,5,40.7448114,-111.894329
1003110,3,40.7741918,-111.9054506
1002617,4,40.7533528,-111.8794656
1013191,4,40.7589026,-111.874243
1012992,2,40.7400684,-111.9231963
1012729,5,40.7497364,-111.9055534
1012535,7,40.716058,-111.8092078
1011807,4,40.7507843,-111.9032592
1011291,4,40.7525135,-111.885782
1011264,7,40.7198189,-111.8663603
1011253,4,40.750246,-111.9023074
1010258,7,40.7186483,-111.8712624
1010068,7,40.7186073,-111.8713117
1010064,7,40.7187049,-111.8712902
1008775,3,40.7738116,-111.8825229
1007842,5,40.7496701,-111.9057761
1007102,2,40.7683232,-111.91722
1007099,2,40.7728669,-111.9140106
1006917,5,40.7496703,-111.9056832
1006543,4,40.761671,-111.86151
1006318,5,40.7470722,-111.9004632
1006215,5,40.7450325,-111.894899
1006031,5,40.7496804,-111.9055585
1005755,4,40.7534595,-111.8797027
1017822,7,40.7239455,-111.8568814
1017147,5,40.7497231,-111.9056541
1016652,4,40.7651541,-111.8820132
1016138,4,40.7534178,-111.87953
